customer_ID,contract_type,paperless_billing,payment_method,high_value_customer_flag
4654-ULTTN,Two year,Yes,Credit card (automatic),Medium
5550-VFRLC,Month-to-month,Yes,Electronic check,Medium
5546-BYZSM,Month-to-month,No,Electronic check,Low
1492-KGETH,One year,No,Bank transfer (automatic),Medium
4929-BSTRX,Month-to-month,Yes,Mailed check,Medium
4163-HFTUK,One year,No,Electronic check,Low
8215-NGSPE,Two year,No,Mailed check,Low
2225-ZRGSG,Two year,No,Bank transfer (automatic),High
8859-YSTWS,One year,No,Bank transfer (automatic),Low
5271-YNWVR,Two year,Yes,Electronic check,High
7601-DHFWZ,Two year,No,Credit card (automatic),Low
2657-ALMWY,Month-to-month,No,Electronic check,High
6330-JKLPC,Month-to-month,Yes,Bank transfer (automatic),High
4667-OHGKG,Month-to-month,Yes,Mailed check,Low
1998-VHJHK,One year,No,Mailed check,Low
1707-HABPF,One year,Yes,Bank transfer (automatic),High
1660-HSOOQ,Month-to-month,Yes,Mailed check,Medium
7253-UVNDW,Two year,No,Credit card (automatic),Medium
0487-VVUVK,Month-to-month,Yes,Mailed check,Low
7228-OMTPN,Month-to-month,Yes,Electronic check,High
5063-IUOKK,Two year,No,Mailed check,Low
4508-OEBEY,One year,Yes,Credit card (automatic),Medium
0027-KWYKW,Month-to-month,Yes,Electronic check,High
2308-STERM,Month-to-month,No,Mailed check,Low
5982-XMDEX,Two year,No,Bank transfer (automatic),Low
6284-AHOOQ,Month-to-month,Yes,Bank transfer (automatic),High
6051-PTVNS,One year,No,Credit card (automatic),Low
2344-JMOGN,Month-to-month,Yes,Mailed check,High
3799-ISUZQ,Month-to-month,Yes,Bank transfer (automatic),Medium
2877-VDUER,One year,No,Mailed check,Medium
9152-AMKAK,Two year,Yes,Mailed check,High
1794-HBQTJ,Month-to-month,Yes,Credit card (automatic),Medium
9432-VOFYX,Month-to-month,Yes,Electronic check,Medium
8049-WJCLQ,Month-to-month,No,Mailed check,Medium
6586-PSJOX,One year,No,Credit card (automatic),Medium
2460-FPSYH,Month-to-month,Yes,Electronic check,Medium
9705-ZJBCG,One year,No,Bank transfer (automatic),Medium
4818-DRBQT,Month-to-month,Yes,Bank transfer (automatic),High
1320-HTRDR,Month-to-month,Yes,Electronic check,Medium
6847-KJLTS,Month-to-month,Yes,Bank transfer (automatic),High
9670-BPNXF,One year,Yes,Credit card (automatic),Medium
3913-FCUUW,Two year,Yes,Bank transfer (automatic),Medium
3301-VKTGC,One year,Yes,Bank transfer (automatic),High
1493-AMTIE,Month-to-month,Yes,Bank transfer (automatic),Low
9555-SAHUZ,Month-to-month,No,Electronic check,Medium
0816-TSPHQ,Month-to-month,No,Mailed check,Low
9932-WBWIK,Month-to-month,No,Mailed check,Low
4619-EVPHY,One year,Yes,Bank transfer (automatic),High
5286-YHCVC,Two year,Yes,Bank transfer (automatic),High
6424-ELEYH,Month-to-month,Yes,Credit card (automatic),Medium
4391-RESHN,Month-to-month,Yes,Mailed check,High
9115-YQHGA,Month-to-month,Yes,Electronic check,Medium
4462-CYWMH,Month-to-month,Yes,Bank transfer (automatic),High
8963-MQVYN,Month-to-month,Yes,Electronic check,Low
2458-EOMRE,Month-to-month,No,Bank transfer (automatic),Medium
9334-GWGOW,Month-to-month,Yes,Electronic check,Medium
6821-BUXUX,Month-to-month,Yes,Electronic check,High
5028-HTLJB,Month-to-month,No,Mailed check,Low
9801-GDWGV,Month-to-month,Yes,Electronic check,High
6542-LWGXJ,Month-to-month,No,Mailed check,Low
5567-GZKQY,Two year,No,Credit card (automatic),Low
1222-LRYKO,Month-to-month,No,Mailed check,Low
2320-JRSDE,Month-to-month,Yes,Electronic check,Low
2087-QAREY,Month-to-month,Yes,Mailed check,Medium
0601-WZHJF,Month-to-month,No,Electronic check,Medium
4423-JWZJN,One year,No,Credit card (automatic),High
5143-WMWOG,Month-to-month,No,Electronic check,Low
6490-FGZAT,Month-to-month,No,Mailed check,Low
5393-RXQSZ,Month-to-month,No,Electronic check,Medium
7452-FOLON,One year,No,Bank transfer (automatic),Low
2320-TZRRH,One year,No,Mailed check,Low
0231-LXVAP,Month-to-month,Yes,Electronic check,Medium
9444-JTXHZ,Month-to-month,No,Electronic check,Medium
4942-VZZOM,One year,Yes,Credit card (automatic),Medium
5510-BOIUJ,Month-to-month,No,Mailed check,Low
7502-BNYGS,Month-to-month,Yes,Credit card (automatic),Medium
4291-HYEBC,One year,Yes,Electronic check,Low
6147-CBCRA,Month-to-month,No,Mailed check,Low
6047-SUHPR,One year,No,Electronic check,Medium
4471-KXAUH,Month-to-month,Yes,Electronic check,High
9752-ZNQUT,Month-to-month,Yes,Electronic check,Medium
7638-QVMVY,Month-to-month,Yes,Electronic check,Medium
1576-PFZIW,Two year,No,Credit card (automatic),High
5666-MBJPT,Two year,Yes,Bank transfer (automatic),Low
7312-XSBAT,Month-to-month,No,Electronic check,Medium
3096-GKWEB,Month-to-month,Yes,Electronic check,High
2371-JQHZZ,Month-to-month,Yes,Electronic check,High
0674-GCDXG,Two year,Yes,Bank transfer (automatic),Medium
1121-QSIVB,One year,Yes,Mailed check,Medium
4396-KLSEH,Month-to-month,Yes,Electronic check,Low
3244-DCJWY,Month-to-month,Yes,Electronic check,Medium
2824-MYYBN,Month-to-month,Yes,Electronic check,High
0875-CABNR,Month-to-month,Yes,Credit card (automatic),High
6345-HOVES,Month-to-month,Yes,Bank transfer (automatic),Low
8318-LCNBW,One year,No,Credit card (automatic),Medium
6469-QJKZW,Month-to-month,No,Electronic check,Low
0147-ESWWR,Month-to-month,Yes,Electronic check,High
1217-VASWC,One year,Yes,Bank transfer (automatic),High
7812-FZHPE,Month-to-month,No,Mailed check,Low
6370-ZVHDV,Two year,No,Bank transfer (automatic),Low
5915-DGNVC,One year,No,Electronic check,Medium
6260-XLACS,One year,No,Mailed check,Low
3566-CAAYU,Two year,No,Electronic check,Medium
4983-CCWMC,Month-to-month,Yes,Mailed check,Medium
9103-CXVOK,Month-to-month,No,Electronic check,Low
2896-TBNBE,One year,No,Electronic check,High
4797-AXPXK,Month-to-month,Yes,Electronic check,Medium
5229-PRWKT,Month-to-month,Yes,Electronic check,High
6982-UQZLY,Month-to-month,Yes,Mailed check,Low
2522-WLNSF,One year,No,Bank transfer (automatic),Medium
3841-CONLJ,Month-to-month,No,Electronic check,Low
5057-LCOUI,Month-to-month,Yes,Electronic check,Medium
0193-ESZXP,One year,Yes,Credit card (automatic),High
4475-NVTLU,Two year,No,Electronic check,Low
4369-HTUIF,Month-to-month,Yes,Bank transfer (automatic),High
9386-LDCZR,One year,Yes,Credit card (automatic),High
9585-KKMFD,Two year,Yes,Mailed check,Low
5399-ZIMKF,Month-to-month,Yes,Electronic check,Medium
0336-KXKFK,Two year,Yes,Credit card (automatic),Medium
5619-XZZKR,One year,No,Mailed check,Low
3948-FVVRP,Month-to-month,No,Mailed check,Medium
5327-XOKKY,Two year,Yes,Credit card (automatic),Medium
0983-TATYJ,One year,Yes,Mailed check,Medium
1813-JYWTO,Two year,No,Bank transfer (automatic),High
0156-FVPTA,Month-to-month,Yes,Electronic check,Medium
1984-FCOWB,One year,Yes,Electronic check,High
0654-HMSHN,Month-to-month,No,Electronic check,High
6719-OXYBR,Month-to-month,No,Electronic check,High
3312-ZWLGF,Month-to-month,Yes,Electronic check,Medium
6476-YHMGA,Month-to-month,No,Bank transfer (automatic),Medium
5287-QWLKY,Month-to-month,Yes,Credit card (automatic),High
0795-XCCTE,Two year,No,Bank transfer (automatic),Low
0168-XZKBB,Month-to-month,Yes,Electronic check,High
3785-NRHYR,Month-to-month,No,Mailed check,Low
5196-SGOAK,Month-to-month,Yes,Electronic check,Medium
4537-DKTAL,Month-to-month,No,Electronic check,Medium
7072-MBHEV,Month-to-month,Yes,Credit card (automatic),Medium
5602-BVFMK,One year,No,Mailed check,Low
6297-NOOPG,Two year,Yes,Electronic check,High
1891-UAWWU,Month-to-month,No,Electronic check,High
8204-TIFGJ,Month-to-month,Yes,Bank transfer (automatic),Low
8050-DVOJX,Two year,No,Credit card (automatic),High
6108-OQZDQ,Month-to-month,Yes,Electronic check,High
0363-QJVFX,Month-to-month,Yes,Credit card (automatic),High
8903-XEBGX,Month-to-month,Yes,Electronic check,Medium
8169-SAEJD,Two year,No,Credit card (automatic),Medium
9840-DVNDC,Month-to-month,Yes,Credit card (automatic),High
1089-XZWHH,Two year,Yes,Mailed check,Low
2325-WINES,One year,Yes,Credit card (automatic),High
6064-ZATLR,Two year,No,Bank transfer (automatic),Medium
3096-JRDSO,Month-to-month,Yes,Bank transfer (automatic),High
7824-PANSQ,Month-to-month,No,Bank transfer (automatic),High
8042-JVNFH,Month-to-month,Yes,Mailed check,Medium
9648-BCHKM,Two year,Yes,Credit card (automatic),Low
2888-ADFAO,Two year,Yes,Bank transfer (automatic),Low
8707-HOEDG,Two year,Yes,Electronic check,High
3374-LXDEV,Month-to-month,No,Electronic check,High
4072-IPYLT,Month-to-month,No,Credit card (automatic),Medium
7167-PCEYD,Two year,Yes,Mailed check,Low
4936-YPJNK,Month-to-month,Yes,Mailed check,Low
1580-BMCMR,Month-to-month,Yes,Electronic check,High
4817-KEQSP,Two year,No,Bank transfer (automatic),Low
6408-WHTEF,Two year,Yes,Mailed check,High
9251-AWQGT,Two year,No,Mailed check,Low
8749-CLJXC,Month-to-month,No,Mailed check,Low
7989-VCQOH,Month-to-month,No,Electronic check,High
5049-GLYVG,Month-to-month,No,Mailed check,Low
4199-QHJNM,Two year,No,Bank transfer (automatic),High
8882-TLVRW,Two year,No,Mailed check,Low
5883-GTGVD,Month-to-month,Yes,Electronic check,High
5135-GRQJV,Two year,Yes,Mailed check,High
2384-OVPSA,Two year,No,Mailed check,Low
1371-WEPDS,One year,No,Electronic check,Medium
3580-GICBM,Two year,Yes,Mailed check,Low
4817-QRJSX,Month-to-month,Yes,Credit card (automatic),High
9730-DRTMJ,One year,Yes,Credit card (automatic),Medium
4686-UXDML,Month-to-month,Yes,Credit card (automatic),High
3349-ANQNH,One year,Yes,Electronic check,High
2398-YPMUR,Month-to-month,Yes,Electronic check,Medium
0932-YIXYU,Two year,No,Credit card (automatic),Low
7480-SPLEF,Two year,Yes,Bank transfer (automatic),Low
7636-XUHWW,Month-to-month,Yes,Credit card (automatic),Low
1431-CYWMH,Month-to-month,No,Bank transfer (automatic),Low
5937-EORGB,Month-to-month,Yes,Electronic check,High
6349-JDHQP,Two year,No,Credit card (automatic),Low
5539-HIVAK,Month-to-month,No,Mailed check,Low
5847-MXBEO,One year,No,Mailed check,Low
9985-MWVIX,Month-to-month,Yes,Mailed check,Medium
4583-PARNH,Month-to-month,Yes,Electronic check,High
1116-FRYVH,Two year,No,Mailed check,Low
1421-HCERK,Month-to-month,Yes,Bank transfer (automatic),High
9633-XQABV,Month-to-month,Yes,Electronic check,Medium
0716-BQNDX,Two year,No,Electronic check,High
1265-XTECC,One year,Yes,Credit card (automatic),High
1183-CANVH,One year,No,Bank transfer (automatic),Medium
1972-XMUWV,Two year,Yes,Credit card (automatic),Medium
8679-LZBMD,One year,Yes,Bank transfer (automatic),High
3407-JMJQQ,Two year,Yes,Bank transfer (automatic),High
6252-DFGTK,One year,No,Credit card (automatic),Medium
1539-LNKHM,Month-to-month,No,Mailed check,Low
8645-KOMJQ,Two year,Yes,Bank transfer (automatic),High
0289-IVARM,Month-to-month,No,Electronic check,Medium
9761-XUJWD,Month-to-month,Yes,Bank transfer (automatic),Medium
4057-FKCZK,Two year,No,Bank transfer (automatic),High
4291-TPNFG,Two year,Yes,Bank transfer (automatic),High
6087-YPWHO,Two year,No,Mailed check,Medium
3090-QFUVD,Month-to-month,No,Credit card (automatic),Low
2237-ZFSMY,One year,Yes,Electronic check,High
1722-LDZJS,One year,No,Credit card (automatic),Low
1818-ESQMW,Month-to-month,Yes,Electronic check,High
4871-JTKJF,Month-to-month,Yes,Electronic check,Medium
1415-YFWLT,Month-to-month,Yes,Electronic check,High
7401-RUBNK,Month-to-month,No,Electronic check,Medium
0506-YLVKJ,Two year,Yes,Mailed check,Low
8661-BOYNW,Two year,Yes,Credit card (automatic),High
6711-VTNRE,Month-to-month,Yes,Electronic check,High
4815-GBTCD,Month-to-month,Yes,Electronic check,Low
2805-AUFQN,Two year,No,Credit card (automatic),Low
0980-PVMRC,Month-to-month,Yes,Electronic check,Medium
7233-DRTRF,Month-to-month,Yes,Electronic check,High
3500-RMZLT,Month-to-month,Yes,Mailed check,High
3873-NFTGI,Month-to-month,Yes,Credit card (automatic),Medium
1162-ECVII,Two year,Yes,Bank transfer (automatic),High
7048-GXDAY,Month-to-month,Yes,Electronic check,High
8571-ZCMCX,Two year,Yes,Credit card (automatic),Medium
1169-WCVAK,Month-to-month,Yes,Credit card (automatic),High
4548-SDBKE,Month-to-month,Yes,Electronic check,High
8066-POXGX,Month-to-month,Yes,Electronic check,Low
7129-CAKJW,Month-to-month,No,Bank transfer (automatic),High
8695-ARGXZ,Month-to-month,Yes,Electronic check,Medium
3570-YUEKJ,Month-to-month,Yes,Electronic check,Medium
4143-OOBWZ,Month-to-month,Yes,Electronic check,High
1555-HAPSU,Two year,No,Credit card (automatic),Low
1697-NVVGY,Month-to-month,No,Bank transfer (automatic),Medium
7854-EKTJL,Month-to-month,Yes,Electronic check,Low
8464-EETCQ,Two year,No,Credit card (automatic),Low
2419-FSORS,Two year,Yes,Electronic check,High
8132-YPVBX,Month-to-month,Yes,Mailed check,High
9102-IAYHT,Month-to-month,Yes,Electronic check,High
6754-LZUKA,Two year,No,Bank transfer (automatic),High
3422-LYEPQ,Month-to-month,Yes,Electronic check,Medium
8099-MZPUJ,Two year,No,Credit card (automatic),High
0787-LHDYT,Month-to-month,Yes,Credit card (automatic),Low
2642-DTVCO,Month-to-month,Yes,Electronic check,High
0374-IOEGQ,Month-to-month,No,Electronic check,Medium
4361-JEIVL,Month-to-month,Yes,Electronic check,Medium
3197-NNYNB,Two year,No,Credit card (automatic),High
3396-DKDEL,Two year,Yes,Credit card (automatic),High
1752-OZXFY,One year,Yes,Mailed check,Medium
9066-QRSDU,One year,Yes,Electronic check,Low
9112-WSNPU,Month-to-month,No,Electronic check,Medium
9867-NNXLC,Month-to-month,Yes,Mailed check,Low
5321-NTRKC,Two year,No,Bank transfer (automatic),Medium
1363-TXLSL,Month-to-month,Yes,Electronic check,Medium
9507-EXLTT,Month-to-month,Yes,Bank transfer (automatic),Medium
3161-GETRM,Month-to-month,Yes,Credit card (automatic),High
0402-OAMEN,Two year,No,Bank transfer (automatic),Low
6933-VLYFX,One year,No,Electronic check,Medium
6754-WKSHP,One year,No,Bank transfer (automatic),Low
9846-GKXAS,Month-to-month,Yes,Bank transfer (automatic),High
6017-PPLPX,Month-to-month,Yes,Electronic check,Medium
4976-LNFVV,Month-to-month,Yes,Credit card (automatic),Low
5055-MGMGF,Month-to-month,Yes,Electronic check,High
4641-FROLU,Two year,No,Mailed check,Low
2862-JVEOY,One year,No,Mailed check,Low
2969-QWUBZ,Month-to-month,No,Electronic check,Medium
9822-BIIGN,Month-to-month,No,Electronic check,Medium
2077-MPJQO,Month-to-month,Yes,Electronic check,Medium
1534-OULXE,One year,Yes,Bank transfer (automatic),Medium
7136-RVDTZ,One year,Yes,Electronic check,Medium
2971-SGAFL,Month-to-month,Yes,Electronic check,Medium
1480-IVEVR,One year,Yes,Bank transfer (automatic),High
2905-KFQUV,Month-to-month,Yes,Credit card (automatic),Medium
4581-SSPWD,Month-to-month,Yes,Electronic check,Medium
3370-HXOPH,Month-to-month,No,Electronic check,Medium
9391-YZEJW,One year,Yes,Bank transfer (automatic),High
9958-MEKUC,Two year,No,Credit card (automatic),High
0281-CNTZX,Two year,Yes,Bank transfer (automatic),Low
6927-WTFIV,Month-to-month,No,Credit card (automatic),Medium
4118-CEVPF,One year,Yes,Bank transfer (automatic),High
3398-ZOUAA,Month-to-month,Yes,Electronic check,Medium
9114-VEPUF,One year,No,Electronic check,High
7876-BEUTG,Month-to-month,Yes,Mailed check,Medium
2338-BQEZT,Month-to-month,Yes,Credit card (automatic),Medium
9873-MNDKV,Month-to-month,Yes,Mailed check,Medium
0378-NHQXU,Month-to-month,No,Electronic check,High
8241-JUIQO,One year,No,Bank transfer (automatic),Low
2194-IIQOF,Two year,No,Credit card (automatic),High
4512-ZUIYL,Month-to-month,No,Bank transfer (automatic),Medium
9631-RXVJM,Two year,No,Mailed check,Low
9584-EXCDZ,Month-to-month,No,Bank transfer (automatic),Medium
7969-AULMZ,Month-to-month,Yes,Electronic check,High
5093-FEGLU,Two year,No,Bank transfer (automatic),Low
2621-UDNLU,Month-to-month,No,Mailed check,Low
7526-IVLYU,Month-to-month,Yes,Mailed check,Low
2428-HYUNX,Two year,Yes,Credit card (automatic),Low
9214-EKVXR,Month-to-month,Yes,Mailed check,Medium
3410-MHHUM,One year,No,Electronic check,High
0568-ONFPC,Month-to-month,Yes,Bank transfer (automatic),Low
0733-VUNUW,Month-to-month,Yes,Bank transfer (automatic),Medium
4550-EVXNY,Month-to-month,Yes,Electronic check,Medium
2122-YWVYA,Month-to-month,Yes,Electronic check,Medium
2968-SSGAA,Month-to-month,Yes,Electronic check,High
2296-DKZFP,Two year,No,Bank transfer (automatic),Medium
4844-JJWUY,Month-to-month,Yes,Electronic check,High
6777-TGHTM,One year,Yes,Credit card (automatic),High
8909-BOLNL,One year,No,Mailed check,Low
6603-YRDCJ,Two year,Yes,Mailed check,Medium
3538-WZPHD,Month-to-month,Yes,Electronic check,Low
3229-USWAR,One year,Yes,Bank transfer (automatic),Medium
2138-VFAPZ,Two year,Yes,Mailed check,Low
6131-JLWZM,Month-to-month,Yes,Mailed check,Low
4785-QRJHC,One year,Yes,Bank transfer (automatic),Medium
0269-XFESX,One year,No,Mailed check,Low
1709-EJDOX,Two year,No,Mailed check,Low
4316-XCSLJ,Month-to-month,Yes,Mailed check,Medium
8610-WFCJF,Month-to-month,Yes,Electronic check,High
9693-XMUOB,Month-to-month,Yes,Electronic check,Medium
0383-CLDDA,Two year,Yes,Credit card (automatic),High
4905-JEFDW,One year,Yes,Electronic check,Medium
2709-UQGNP,Month-to-month,Yes,Mailed check,Medium
3549-ZTMNH,Two year,Yes,Bank transfer (automatic),Low
7881-INRLC,Month-to-month,Yes,Credit card (automatic),High
8033-ATFAS,Month-to-month,Yes,Mailed check,Medium
1635-NZATJ,Two year,No,Credit card (automatic),Low
0562-HKHML,Two year,No,Credit card (automatic),Low
8277-RVRSV,One year,No,Credit card (automatic),Low
9943-VSZUV,Month-to-month,Yes,Mailed check,Medium
0117-LFRMW,Month-to-month,No,Bank transfer (automatic),Medium
6172-FECYY,Month-to-month,No,Electronic check,High
7054-ENNGU,Month-to-month,No,Mailed check,Medium
1455-HFBXA,Two year,Yes,Credit card (automatic),High
9402-CXWPL,One year,No,Electronic check,High
1628-BIZYP,Month-to-month,Yes,Electronic check,High
1965-AKTSX,Month-to-month,Yes,Electronic check,Medium
0082-LDZUE,Month-to-month,Yes,Mailed check,Medium
4786-UKSNZ,Month-to-month,No,Mailed check,Low
5343-SGUBI,One year,Yes,Mailed check,High
0856-NAOES,Month-to-month,No,Mailed check,Medium
1976-AZZPJ,Month-to-month,No,Mailed check,Low
7248-VZQLC,Month-to-month,Yes,Bank transfer (automatic),High
6156-UZDLF,One year,Yes,Credit card (automatic),High
3099-OONVS,Month-to-month,No,Electronic check,Medium
9500-WBGRP,Two year,Yes,Mailed check,Low
5183-KLYEM,Two year,Yes,Credit card (automatic),High
5144-PQCDZ,Month-to-month,Yes,Mailed check,Low
8514-VZHEB,Two year,No,Mailed check,Low
6625-IUTTT,Two year,No,Bank transfer (automatic),Medium
9355-NPPFS,Month-to-month,Yes,Electronic check,Medium
0068-FIGTF,One year,No,Mailed check,Medium
5965-GGPRW,Two year,No,Bank transfer (automatic),High
8035-PWSEV,Month-to-month,Yes,Electronic check,High
2236-HILPA,Two year,No,Credit card (automatic),Low
1840-BIUOG,One year,Yes,Electronic check,Medium
1356-MKYSK,Month-to-month,No,Credit card (automatic),Medium
6080-LNESI,Two year,No,Mailed check,Low
1830-IPXVJ,Two year,No,Credit card (automatic),Low
5828-DWPIL,Month-to-month,Yes,Electronic check,High
8398-TBIYD,Two year,Yes,Bank transfer (automatic),High
0011-IGKFF,Month-to-month,Yes,Electronic check,High
4192-GORJT,Month-to-month,Yes,Electronic check,High
6496-SLWHQ,Month-to-month,Yes,Electronic check,High
9912-GVSEQ,Month-to-month,Yes,Electronic check,High
2931-FSOHN,Month-to-month,Yes,Electronic check,Medium
9418-RUKPH,Two year,Yes,Mailed check,Low
5383-MMTWC,Month-to-month,Yes,Electronic check,High
9971-ZWPBF,Month-to-month,Yes,Electronic check,High
4712-AUQZO,Month-to-month,No,Mailed check,Low
9711-FJTBX,One year,Yes,Mailed check,High
2908-ZTPNF,Month-to-month,Yes,Bank transfer (automatic),Low
7240-ETPTR,Month-to-month,Yes,Electronic check,Medium
2202-CUYXZ,Month-to-month,Yes,Electronic check,High
5995-OIGLP,Month-to-month,No,Mailed check,Medium
8421-WZOOW,Month-to-month,Yes,Credit card (automatic),High
6261-RCVNS,One year,No,Credit card (automatic),Medium
7951-QKZPL,Two year,Yes,Mailed check,Low
1414-YADCW,Two year,No,Bank transfer (automatic),High
8756-RDDLT,Month-to-month,No,Electronic check,Medium
2862-PFNIK,Month-to-month,Yes,Electronic check,Low
5816-QVHRX,Month-to-month,No,Credit card (automatic),High
4430-YHXGG,Month-to-month,Yes,Mailed check,Low
6888-SBYAI,Month-to-month,Yes,Mailed check,Medium
7395-XWZOY,Month-to-month,Yes,Credit card (automatic),Medium
7169-YWAMK,Two year,No,Bank transfer (automatic),Medium
3640-PHQXK,Month-to-month,Yes,Electronic check,High
6877-LGWXO,Month-to-month,No,Electronic check,Medium
6859-RKMZJ,Month-to-month,Yes,Bank transfer (automatic),Medium
2729-VNVAP,Two year,No,Credit card (automatic),Low
2957-JIRMN,One year,No,Electronic check,High
2049-BAFNW,Month-to-month,No,Mailed check,Low
3842-QTGDL,Month-to-month,No,Bank transfer (automatic),High
7163-OCEQI,One year,Yes,Mailed check,Medium
9782-LGXMC,Month-to-month,No,Bank transfer (automatic),Medium
5975-BAICR,One year,Yes,Credit card (automatic),Medium
8019-ENHXU,Month-to-month,Yes,Electronic check,High
5167-GBFRE,Month-to-month,Yes,Bank transfer (automatic),Low
9033-EOXWV,One year,No,Mailed check,Medium
4673-KKSLS,Month-to-month,No,Electronic check,High
4853-OITSN,Month-to-month,Yes,Electronic check,High
9800-OUIGR,Two year,No,Credit card (automatic),Low
1324-NLTJE,Month-to-month,No,Credit card (automatic),Medium
2324-EFHVG,Two year,Yes,Bank transfer (automatic),High
7094-MSZAO,Month-to-month,Yes,Credit card (automatic),Low
1522-VVDMG,Month-to-month,Yes,Electronic check,High
6907-CQGPN,Month-to-month,No,Electronic check,Low
0780-XNZFN,Two year,No,Bank transfer (automatic),Low
0239-OXEXL,Month-to-month,No,Mailed check,High
2675-IJRGJ,Two year,No,Bank transfer (automatic),Low
7049-GKVZY,One year,No,Credit card (automatic),Medium
8577-QSOCG,Two year,Yes,Mailed check,Low
3721-CNZHX,One year,No,Mailed check,Low
0212-ISBBF,Month-to-month,Yes,Electronic check,Medium
9185-TQCVP,Month-to-month,Yes,Electronic check,High
3585-YNADK,One year,No,Bank transfer (automatic),Medium
5271-DBYSJ,Month-to-month,Yes,Credit card (automatic),Medium
1099-GODLO,Two year,No,Mailed check,Low
6828-HMKWP,Two year,No,Bank transfer (automatic),Low
5567-WSELE,Month-to-month,Yes,Electronic check,High
1472-TNCWL,Month-to-month,Yes,Electronic check,High
8063-RJYNF,Month-to-month,Yes,Electronic check,High
0687-ZVTHB,One year,No,Credit card (automatic),Medium
2080-GKCWQ,Month-to-month,No,Electronic check,Medium
9661-ACXBS,Month-to-month,Yes,Electronic check,High
2193-SFWQW,Two year,No,Bank transfer (automatic),High
5656-JAMLX,Two year,No,Bank transfer (automatic),Low
3462-BJQQA,Month-to-month,Yes,Electronic check,High
0442-TDYUO,Two year,Yes,Mailed check,Low
6733-LRIZX,Two year,Yes,Electronic check,High
9503-XJUME,One year,No,Credit card (automatic),Low
4367-NHWMM,Month-to-month,Yes,Mailed check,Low
3727-RJMEO,Month-to-month,Yes,Electronic check,High
3779-OSWCF,Two year,No,Credit card (automatic),High
6736-DHUQI,One year,No,Bank transfer (automatic),High
3915-ODIYG,One year,Yes,Electronic check,Medium
1360-RCYRT,Month-to-month,Yes,Bank transfer (automatic),Low
2724-FJDYW,One year,No,Bank transfer (automatic),Medium
4451-RWASJ,One year,Yes,Mailed check,Low
6646-VRFOL,Month-to-month,Yes,Electronic check,High
3460-TJBWI,Two year,No,Mailed check,Low
5917-HBSDW,Month-to-month,No,Electronic check,Low
5685-IIXLY,Month-to-month,Yes,Electronic check,High
5671-UUNXD,One year,Yes,Electronic check,High
0956-ACVZC,One year,Yes,Credit card (automatic),High
2325-NBPZG,Month-to-month,Yes,Electronic check,Medium
4250-ZBWLV,One year,No,Electronic check,High
4482-FTFFX,Month-to-month,No,Electronic check,Medium
8859-DZTGQ,Two year,No,Mailed check,Low
0440-MOGPM,One year,Yes,Electronic check,High
0020-JDNXP,One year,No,Mailed check,Medium
3752-CQSJI,Month-to-month,Yes,Mailed check,Low
5025-GOOKI,Month-to-month,Yes,Credit card (automatic),Low
4698-KVLLG,Two year,No,Credit card (automatic),Low
5095-AESKG,Month-to-month,Yes,Credit card (automatic),High
2887-JPYLU,Month-to-month,No,Bank transfer (automatic),Medium
4770-QAZXN,Month-to-month,No,Credit card (automatic),Low
4896-CPRPF,Two year,No,Bank transfer (automatic),Low
1871-MOWRM,Month-to-month,No,Bank transfer (automatic),High
9714-EDSUC,Month-to-month,Yes,Mailed check,High
2027-OAQQC,Month-to-month,Yes,Bank transfer (automatic),Medium
0282-NVSJS,Month-to-month,Yes,Mailed check,Low
9090-SGQXL,Month-to-month,Yes,Electronic check,High
6595-YGXIT,Month-to-month,Yes,Electronic check,High
7353-YOWFP,One year,No,Mailed check,Low
9835-ZIITK,One year,Yes,Electronic check,High
8008-ESFLK,One year,No,Electronic check,High
7537-CBQUZ,Month-to-month,Yes,Bank transfer (automatic),High
1555-DJEQW,Two year,Yes,Bank transfer (automatic),High
5649-TJHOV,Month-to-month,No,Bank transfer (automatic),Low
0519-XUZJU,Month-to-month,No,Mailed check,Medium
3363-EWLGO,Month-to-month,No,Mailed check,Low
4750-UKWJK,One year,No,Mailed check,Low
6338-AVWCY,Month-to-month,Yes,Mailed check,Medium
1689-YQBYY,Month-to-month,Yes,Electronic check,Medium
4487-ZYJZK,One year,No,Credit card (automatic),Low
2959-FENLU,Month-to-month,Yes,Credit card (automatic),High
0708-LGSMF,Month-to-month,Yes,Electronic check,Medium
9253-QXKBE,Month-to-month,Yes,Electronic check,High
7634-HLQJR,Two year,No,Credit card (automatic),Low
0487-RPVUM,Month-to-month,No,Bank transfer (automatic),High
4079-ULGFR,Month-to-month,No,Mailed check,Low
2516-XSJKX,Two year,No,Electronic check,Medium
0057-QBUQH,Two year,Yes,Electronic check,Low
9445-SZLCH,Month-to-month,Yes,Bank transfer (automatic),High
6599-SFQVE,Month-to-month,Yes,Electronic check,Medium
8331-ZXFOE,One year,Yes,Credit card (automatic),Medium
4003-FUSHP,Month-to-month,Yes,Credit card (automatic),Medium
0356-ERHVT,Month-to-month,Yes,Bank transfer (automatic),Medium
7325-ENZFI,One year,Yes,Bank transfer (automatic),Medium
4884-ZTHVF,Month-to-month,Yes,Electronic check,High
3920-HIHMQ,Month-to-month,Yes,Mailed check,Medium
3055-OYMSE,Month-to-month,Yes,Credit card (automatic),Medium
0613-WUXUM,Two year,Yes,Mailed check,Low
