customer_ID,phone_services,multiple_lines,internet_services,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,total_services
6859-RKMZJ,Yes,No,DSL,No,No,No,No,Yes,No,3
2729-VNVAP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2957-JIRMN,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
2049-BAFNW,No,No phone service,DSL,No,No,Yes,Yes,No,No,3
3842-QTGDL,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4
7163-OCEQI,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,7
9782-LGXMC,Yes,No,DSL,Yes,No,Yes,Yes,No,No,5
5975-BAICR,Yes,No,DSL,Yes,No,Yes,No,No,Yes,5
8019-ENHXU,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,7
5167-GBFRE,No,No phone service,DSL,No,No,No,No,No,No,1
9033-EOXWV,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,6
4673-KKSLS,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,5
4853-OITSN,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,5
9800-OUIGR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1324-NLTJE,Yes,Yes,DSL,No,No,No,Yes,No,No,4
2324-EFHVG,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
7094-MSZAO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1522-VVDMG,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,5
6907-CQGPN,No,No phone service,DSL,No,Yes,No,Yes,No,No,3
0780-XNZFN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0239-OXEXL,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,5
2675-IJRGJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7049-GKVZY,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,7
8577-QSOCG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3721-CNZHX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0212-ISBBF,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,4
9185-TQCVP,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4
3585-YNADK,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,7
5271-DBYSJ,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
1099-GODLO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6828-HMKWP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5567-WSELE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
1472-TNCWL,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,5
8063-RJYNF,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,5
0687-ZVTHB,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,7
2080-GKCWQ,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
9661-ACXBS,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7
2193-SFWQW,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8
5656-JAMLX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3462-BJQQA,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5
0442-TDYUO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6733-LRIZX,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8
9503-XJUME,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4367-NHWMM,No,No phone service,DSL,No,No,No,No,No,No,1
3727-RJMEO,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
3779-OSWCF,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
6736-DHUQI,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,5
3915-ODIYG,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,6
1360-RCYRT,No,No phone service,DSL,No,No,No,Yes,No,No,2
2724-FJDYW,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,5
4451-RWASJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6646-VRFOL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
3460-TJBWI,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
5917-HBSDW,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5685-IIXLY,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,4
5671-UUNXD,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,6
0956-ACVZC,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5
2325-NBPZG,Yes,No,Fiber optic,Yes,No,No,No,No,No,3
4250-ZBWLV,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
4482-FTFFX,Yes,No,DSL,No,No,Yes,Yes,No,No,4
8859-DZTGQ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0440-MOGPM,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,7
0020-JDNXP,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,6
3752-CQSJI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5025-GOOKI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4698-KVLLG,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5095-AESKG,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5
2887-JPYLU,Yes,No,DSL,No,No,No,No,No,No,2
4770-QAZXN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4896-CPRPF,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
1871-MOWRM,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,4
9714-EDSUC,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,6
2027-OAQQC,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,4
0282-NVSJS,No,No phone service,DSL,No,No,No,Yes,No,No,2
9090-SGQXL,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
6595-YGXIT,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5
7353-YOWFP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9835-ZIITK,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
8008-ESFLK,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8
7537-CBQUZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8
1555-DJEQW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
5649-TJHOV,No,No phone service,DSL,No,No,No,No,No,Yes,2
0519-XUZJU,Yes,No,Fiber optic,No,No,No,No,No,No,2
3363-EWLGO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4750-UKWJK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6338-AVWCY,No,No phone service,DSL,No,No,Yes,No,Yes,No,3
1689-YQBYY,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
4487-ZYJZK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2959-FENLU,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,4
0708-LGSMF,Yes,Yes,DSL,Yes,No,No,No,No,Yes,5
9253-QXKBE,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
7634-HLQJR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0487-RPVUM,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,7
4079-ULGFR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2516-XSJKX,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,7
0057-QBUQH,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
9445-SZLCH,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6
6599-SFQVE,Yes,No,DSL,No,No,No,No,No,Yes,3
8331-ZXFOE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,7
4003-FUSHP,Yes,No,DSL,No,No,No,Yes,Yes,No,4
0356-ERHVT,Yes,No,DSL,No,No,No,No,No,No,2
7325-ENZFI,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,4
4884-ZTHVF,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,4
3920-HIHMQ,Yes,Yes,DSL,No,No,No,No,No,No,3
3055-OYMSE,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
0613-WUXUM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7568-PODML,No,No phone service,DSL,No,No,No,No,Yes,Yes,3
4458-KVRBJ,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
5349-IECLD,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5
1397-XKKWR,No,No phone service,DSL,Yes,No,Yes,No,No,No,3
3945-GFWQL,Yes,No,DSL,No,No,No,No,No,No,2
8097-OMULG,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,7
6013-BHCAW,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,7
0401-WDBXM,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7
3387-PLKUI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6096-EGVTU,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
3797-VTIDR,No,No phone service,DSL,No,No,No,No,No,No,1
5081-NWSUP,Yes,No,DSL,No,Yes,No,Yes,No,Yes,5
2580-ATZSQ,Yes,No,DSL,Yes,Yes,Yes,No,No,No,5
8085-MSNLK,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
9691-HKOVS,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
9881-VCZEP,Yes,Yes,DSL,No,Yes,No,No,No,No,4
9526-BIHHD,No,No phone service,DSL,Yes,No,No,No,No,No,2
8757-TFHHJ,Yes,No,DSL,Yes,No,No,No,No,No,3
4523-WXCEF,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6
1468-DEFNC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
5119-KEPFY,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
8364-TRMMK,Yes,Yes,DSL,No,No,No,No,No,No,3
0916-KNFAJ,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,6
8319-QBEHW,No,No phone service,DSL,No,Yes,No,No,Yes,No,3
3063-QFSZL,Yes,No,DSL,No,No,No,No,No,Yes,3
8775-LHDJH,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,5
9625-QNLUX,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,7
3097-NQYSN,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
4024-CSNBY,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,7
7110-BDTWG,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,4
7493-GVFIO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0690-SRQID,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9605-WGJVW,Yes,No,Fiber optic,No,No,No,No,No,No,2
9114-DPSIA,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,8
4700-UBQMV,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,6
7711-GQBZC,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
3565-UNOCC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
4627-MIHJH,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8
9795-NREXC,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,8
8573-CGOCC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7356-AYNJP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
9249-FXSCK,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,8
5493-SDRDQ,Yes,No,DSL,Yes,No,Yes,No,No,No,4
6286-SUUWT,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4819-HJPIW,No,No phone service,DSL,No,No,No,No,No,No,1
8654-DHAOW,Yes,Yes,DSL,No,Yes,No,No,No,No,4
5438-QMDDL,Yes,No,DSL,No,Yes,No,No,No,Yes,4
9812-GHVRI,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,4
5553-AOINX,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
1228-ZLNBX,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
4226-KKDON,Yes,No,DSL,No,Yes,No,Yes,Yes,No,5
3831-YCPUO,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,8
7445-WMRBW,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,7
3308-DGHKL,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9924-JPRMC,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
0080-EMYVY,Yes,No,DSL,No,Yes,No,No,No,No,3
6218-KNUBD,Yes,No,DSL,No,Yes,No,No,Yes,No,4
7337-CINUD,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7609-NRNCA,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0623-EJQEG,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,6
7153-CHRBV,Yes,No,DSL,Yes,No,Yes,Yes,No,No,5
0871-URUWO,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
9190-MFJLN,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,5
6198-PNNSZ,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8
3317-VLGQT,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
4132-POCZS,No,No phone service,DSL,Yes,No,No,No,No,Yes,3
5614-DNZCE,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,6
1095-JUDTC,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,6
3896-RCYYE,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,5
9638-JIQYA,No,No phone service,DSL,No,No,No,No,No,No,1
3258-SANFR,Yes,No,DSL,No,No,No,No,No,No,2
3726-TBHQT,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,9
3190-ITQXP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0870-VEMYL,Yes,No,DSL,Yes,No,No,Yes,No,No,4
4833-QTJNO,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,5
3039-MJSLN,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0178-CIIKR,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5385-SUIRI,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7
3982-XWFZQ,Yes,Yes,DSL,No,No,No,No,No,No,3
5774-QPLTF,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2322-VCZHZ,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,5
5010-IPEAQ,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,6
4009-ALQFH,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,6
6383-ZTSIW,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,6
8990-YOZLV,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,6
3069-SSVSN,No,No phone service,DSL,No,No,No,No,No,No,1
5222-IMUKT,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
3627-FCRDW,Yes,No,Fiber optic,No,No,No,No,No,No,2
7562-GSUHK,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,5
6685-XSHHU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
8901-UPRHR,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,8
4903-UYAVB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0118-JPNOY,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,4
6776-TLWOI,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3845-FXCYS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5857-XRECV,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0725-CXOTM,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,8
4343-EJVQB,Yes,No,Fiber optic,Yes,No,No,No,No,No,3
9000-PLFUZ,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,4
3427-GGZZI,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5
7779-ORAEL,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,7
0644-OQMDK,Yes,No,Fiber optic,No,No,No,No,No,No,2
4077-CROMM,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
3154-CFSZG,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,5
2868-MZAGQ,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
4847-QNOKA,Yes,No,DSL,No,No,No,No,No,No,2
2220-IAHLS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1658-XUHBX,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,5
6379-RXJRQ,Yes,No,Fiber optic,No,No,No,No,No,No,2
2378-HTWFW,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,5
8650-RHRKE,No,No phone service,DSL,No,No,Yes,No,No,No,2
4377-VDHYI,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,5
0475-RIJEP,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,4
1260-TTRXI,Yes,No,DSL,No,No,No,No,No,Yes,3
3719-TDVQB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6328-ZPBGN,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
0201-MIBOL,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6
4937-QPZPO,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
2925-VDZHY,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
6981-TDRFT,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,5
3413-CSSTH,Yes,Yes,DSL,No,No,Yes,No,No,No,4
8033-VCZGH,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,7
4789-KWMXN,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8
0224-NIJLP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7542-CYDDM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4718-WXBGI,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,9
2867-UIMSS,Yes,No,Fiber optic,No,No,No,No,No,Yes,3
8495-PRWFH,Yes,Yes,DSL,No,No,Yes,No,No,No,4
0439-IFYUN,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
5716-LIBJC,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,7
2868-LLSKM,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,5
8111-RKSPX,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
2988-QRAJY,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,8
1585-MQSSU,Yes,No,DSL,No,No,No,Yes,No,No,3
0071-NDAFP,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
2856-NNASM,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,4
7328-ZJAJO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6458-CYIDZ,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4
8559-CIZFV,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,7
1090-PYKCI,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,8
3058-WQDRE,No,No phone service,DSL,No,No,No,No,No,No,1
7547-EKNFS,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,6
2279-AXJJK,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,6
6769-DYBQN,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,4
0909-SELIE,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,8
3417-TSCIC,No,No phone service,DSL,No,No,No,No,No,No,1
1042-HFUCW,Yes,No,DSL,No,Yes,No,Yes,No,No,4
4439-JMPMT,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,4
6537-OTKMY,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,4
8999-EXMNO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6725-TPKJO,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2446-BEGGB,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6
7162-WPHPM,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,7
1599-MMYRQ,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,4
8821-KVZKQ,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,6
1496-GGSUK,No,No phone service,DSL,No,No,No,No,No,No,1
6434-TTGJP,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,6
0042-JVWOJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0130-SXOUN,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,5
2575-GFSOE,Yes,No,Fiber optic,No,No,No,No,No,No,2
2330-PQGDQ,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,5
1452-UZOSF,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,8
2097-YVPKN,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
2842-JTCCU,Yes,No,DSL,No,No,No,No,No,No,2
8597-CTXVJ,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,6
6631-HMANX,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,8
9962-BFPDU,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
3296-SILRA,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
9681-OXGVC,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
6394-HHHZM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
5995-LFTLE,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2
5180-UCIIQ,No,No phone service,DSL,Yes,No,No,No,No,Yes,3
1932-UEDCX,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6
7153-OANIO,Yes,No,Fiber optic,No,No,No,No,No,No,2
5188-HGMLP,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
0665-XHDJU,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,6
6521-YYTYI,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,5
8878-HMWBV,Yes,No,DSL,No,No,Yes,No,No,No,3
8265-HKSOW,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,8
3544-FBCAS,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,8
5331-RGMTT,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,6
4759-PXTAN,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,7
7054-DMVAS,Yes,No,DSL,Yes,Yes,No,No,Yes,No,5
3428-MMGUB,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,5
6549-BTYPG,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,6
7823-JSOAG,Yes,Yes,Fiber optic,No,No,No,No,No,No,3
3705-RHRFR,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,6
9374-YOLBJ,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
9074-KGVOX,No,No phone service,DSL,Yes,No,No,No,Yes,No,3
6128-DAFVY,No,No phone service,DSL,No,No,No,No,Yes,Yes,3
9933-QRGTX,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,6
4476-OSWTN,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,8
3751-KTZEL,No,No phone service,DSL,No,No,No,No,No,Yes,2
1977-STDKI,Yes,No,Fiber optic,No,Yes,No,No,No,No,3
5066-GFJMM,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2661-GKBTK,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,6
0458-HEUZG,No,No phone service,DSL,No,No,Yes,Yes,No,No,3
7268-WNTCP,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
0824-VWDPO,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,6
8409-WQJUX,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,5
2578-JQPHZ,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,6
3278-FSIXX,Yes,No,DSL,No,No,No,No,No,No,2
5813-UECBU,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,5
0328-GRPMV,Yes,No,Fiber optic,No,No,No,No,No,No,2
9746-UGFAC,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
2946-KIQSP,No,No phone service,DSL,No,No,Yes,Yes,No,No,3
0625-AFOHS,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
6726-WEXXK,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,5
4636-OLWOE,Yes,No,DSL,No,Yes,Yes,Yes,No,No,5
4342-HENTK,Yes,No,Fiber optic,No,No,No,No,No,No,2
4685-ERGHK,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,4
0885-HMGPY,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,7
5003-OKNNK,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
4195-SMMNX,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
7208-PSIHR,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,7
4012-ZTHBR,Yes,No,DSL,No,No,No,No,No,No,2
0489-WMEMG,Yes,No,DSL,No,No,No,Yes,No,No,3
7435-ZNUYY,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
1354-YZFNB,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1
